model_nm|matrix_nm|params|scores
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001928745138101, ""mean_test_precision_weighted"": 0.5005631824337077, ""mean_test_recall_weighted"": 0.5001928745138101, ""mean_test_adjusted_rand_score"": -0.0006474265270021211, ""mean_test_adjusted_mutual_info_score"": -2.286390458019363e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001714440381307, ""mean_test_precision_weighted"": 0.5004943721134193, ""mean_test_recall_weighted"": 0.5001714440381307, ""mean_test_adjusted_rand_score"": -0.0006546597406830454, ""mean_test_adjusted_mutual_info_score"": -2.4219293811073235e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.5001485848848926, ""mean_test_precision_weighted"": 0.5004207735296052, ""mean_test_recall_weighted"": 0.5001485848848926, ""mean_test_adjusted_rand_score"": -0.0006095204036382549, ""mean_test_adjusted_mutual_info_score"": -2.7161949858217438e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4999757125366158, ""mean_test_precision_weighted"": 0.49977223074221094, ""mean_test_recall_weighted"": 0.4999757125366158, ""mean_test_adjusted_rand_score"": -0.0003799049564148491, ""mean_test_adjusted_mutual_info_score"": 1.3011567015909973e-07}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4999928568204075, ""mean_test_precision_weighted"": 0.49990268903664764, ""mean_test_recall_weighted"": 0.4999928568204075, ""mean_test_adjusted_rand_score"": -0.0003507561327514772, ""mean_test_adjusted_mutual_info_score"": -1.280223100021687e-06}"
GMM|pos_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4999799986244035, ""mean_test_precision_weighted"": 0.49980554950947614, ""mean_test_recall_weighted"": 0.4999799986244035, ""mean_test_adjusted_rand_score"": -0.0003892546817470682, ""mean_test_adjusted_mutual_info_score"": 1.0571026220260674e-07}"
